Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
create a fab-proxy to translate Ethereum JSON RPC to Fabric API,FABCE-125,29734,21791,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Duplicate,swetharepakula,guoger,guoger,27/Apr/18 2:03 AM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,20/Jul/18 11:06 PM,,0,,,,,guoger,TiantianGao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz7nj:",,,,,,,,,,,,,,,,,,,guoger,TiantianGao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add support in peer CLI to invoke/query evm chaincode,FABCE-126,27008,27443,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Invalid,,guoger,guoger,23/Jan/18 3:54 PM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,25/Aug/18 4:11 AM,,0,,,,,guoger,TiantianGao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyubj:",,,,,,,,,,,,,,,,,,,guoger,TiantianGao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take metadata files into consideration,FABCE-127,27233,27443,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Invalid,,guoger,guoger,30/Jan/18 5:52 PM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,20/Jul/18 11:05 PM,,0,,,"A evm bytecode always resides in a single file. However, we should also take metadata files into consideration, e.g. couchdb index config

Currently we expect user to specify path to a *file* when installing chaincode. But actually it should be a directory, which may contain a single source file and multiple meta files. All of them should be wrapped into tar sent to peer.",,guoger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyv27:",,,,,,,,,,,,,,,,,,,guoger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change EVMSCC to be a system chaincode plugin,FABCE-128,27444,27443,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Invalid,,guoger,guoger,06/Feb/18 5:42 PM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,20/Jul/18 11:05 PM,,0,,,we should change evmscc to be a system chaincode plugin when Golang plugin supported by OSX/Windows,,guoger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyw2f:",,,,,,,,,,,,,,,,,,,guoger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bump baseimage to 0.4.13 to match 1.3.0 release,FABCE-129,34704,30474,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,,ChristopherFerris,ChristopherFerris,16/Oct/18 9:15 PM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,17/Oct/18 4:37 AM,,0,,,bump baseimage to 0.4.13 to match 1.3.0 release of Fabric,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzvav:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),ChristopherFerris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement getStorageAt,FABCE-130,36583,37318,Sub-task,To Do,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,,,swetharepakula,swetharepakula,09/Jan/19 7:48 AM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,,,0,,,Implementing getStorageAt allows someone to navigate through the evm state and opens up the possibilities of integration with Ganache to enable more debugging features.,,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i005k7:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement minimal get logs eth_getLogs,FABCE-131,36663,37318,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,swetharepakula,swetharepakula,11/Jan/19 3:01 PM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,27/Mar/19 2:57 AM,,0,,,"Implement getLogs as by the spec [https://github.com/ethereum/wiki/wiki/JSON-RPC#eth_getlogs]

 

Required for `truffle test` to respond to a filter specified with FromBlock set

 

the minimal version should implement FromBlock & ToBlock, as well as their defaults.",,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,FABCE-135,FABCE-136,FABCE-138,FABCE-139,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i0060f:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,"31/Jan/19 11:32 AM;MHBauer;I want to split this up to ignore some of the filtering aspects, as those are usable in multiple other areas.

 

To start, an MVP for this should do

- filter with From & To and default of that

- returning all logs, with no cutting down of what gets returned.

 ;;;","01/Feb/19 5:38 AM;MHBauer;https://gerrit.hyperledger.org/r/28949;;;",,,,,,,,,,,,,,,,,,,,
Add eth_getTransactionCount,FABCE-132,36623,37318,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,swetharepakula,swetharepakula,swetharepakula,10/Jan/19 6:00 AM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,02/May/19 4:05 AM,,0,,,"-Add the method eth_getTransactionCount as defined here:- [-https://github.com/ethereum/wiki/wiki/JSON-RPC#eth_gettransactioncount.-|https://github.com/ethereum/wiki/wiki/JSON-RPC#eth_gettransactioncount]

Stub out eth_getTransactionCount to always return 0. Truffle uses this instruction to pass along the nonce in the ethererum networks, but since Fabric does not need this value and doesn't keep track of an equivalent, this instruction should be stubbed out.

We should also note this as a limitation of fab3.

 

`truffle deploy` requires eth_getTransactionCount",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABCE-134,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i005rr:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"31/Jan/19 8:21 AM;swetharepakula;I see two options for this:
 1. Start storing a counter per account everytime they initiate a transaction (evmcc side) and then we only have to query that key from fab3. Problem with this approach would be that there could be higher chance of collisions causing less transactions to actually succeed.

2. Fab3 goes through all the transactions/blocks associated with the evmcc and count transactions in which the specified address is the to.  This is time consuming and would mean going through the entire ledger everytime this method is called.

 ;;;","26/Feb/19 4:28 AM;swetharepakula;After speaking with Truffle engineers, we have decided that getTransactionCount is not necessary to implement but we do need to stub it out for truffle commands to continue.

 

getTransactionCount is meant to track the nonce of an individual in the Ethereum network and since Fabric does not have the same concept, we are not going to implement this instruction.;;;","26/Apr/19 5:44 AM;swetharepakula;[https://gerrit.hyperledger.org/r/#/c/31103/];;;",,,,,,,,,,,,,,,,,,,
Switch net_version to be a number,FABCE-133,36622,37318,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,,swetharepakula,swetharepakula,10/Jan/19 5:41 AM,21/Dec/19 5:14 AM,28/Oct/23 2:24 AM,21/Dec/19 5:14 AM,,0,,,"We should talk to Truffle team to see why they expect net_version to be a number. 

Spec does not specify this restriction, if Truffle is unable to make a change or suggestion, we should make our net_version a number.

 

This seems to only affect Truffle v5 onwards

Update: Truffle uses net_version as a way to manage the different networks the IDE is configured to. ",,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i005rj:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,"26/Apr/19 5:58 AM;MHBauer;net_version is required to return a number as it's used in some hash calculation somewhere. I do not remember much more specific, but that is the reason.;;;","21/Dec/19 5:14 AM;MHBauer;complete in 8e04bdd788daec682646766323b17031a941cc8f for v0.3.0

 

net version now returns the hex encoded value of `fabevm` which is 66616265766d. This was chosen to fit into a javascript number, which is the integer portion of a IEEE754 floating point number.;;;",,,,,,,,,,,,,,,,,,,,
Add eth_BlockNumber,FABCE-134,36591,37318,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,swetharepakula,swetharepakula,swetharepakula,09/Jan/19 2:30 PM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,05/Feb/19 4:48 AM,,0,,,"Add the method eth_blockNumber as defined here: [https://github.com/ethereum/wiki/wiki/JSON-RPC#eth_blocknumber.]

 

`truffle test` requires eth_blockNumber",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABCE-132,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i005lz:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"31/Jan/19 4:18 AM;swetharepakula;https://gerrit.hyperledger.org/r/#/c/29019/;;;",,,,,,,,,,,,,,,,,,,,,
implement address Filter,FABCE-135,37352,37318,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,MHBauer,MHBauer,01/Feb/19 5:40 AM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,04/Apr/19 12:38 PM,,0,,,"getLogs can filter by an address field, which is one or more addresses that should match the field in the event.",,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,FABCE-131,,,,FABCE-138,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00a4v:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,"27/Mar/19 6:10 AM;swetharepakula;[https://gerrit.hyperledger.org/r/#/c/29095/];;;",,,,,,,,,,,,,,,,,,,,,
implement topics filter,FABCE-136,37353,37318,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,MHBauer,MHBauer,01/Feb/19 5:42 AM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,04/Apr/19 12:38 PM,,0,,,"getLogs can filter by an Topics field, which is one or more topics that must match fields in an event for the log message of that event to be returned.",,MHBauer,,,,,,,,,,,,,,,,,,,,,,FABCE-131,,,,FABCE-138,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00a53:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewFilter & UninstallFilter,FABCE-137,37448,37318,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,MHBauer,MHBauer,06/Feb/19 7:18 AM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,20/Sep/19 5:01 AM,,0,,,"create stubs with basic continuity between NewFilter returning a FilterID and UninstallFilter accepting that FilterID

 

No actual filters until a later task when the synchronous GetLogs is implemented fully.

 

This allows it to be unblocked from that sequence of code, and limit the mock changes to this one change.",,MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,FABCE-138,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00amn:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,,,,,,,,,,,,,,,,"06/Feb/19 7:27 AM;MHBauer;https://gerrit.hyperledger.org/r/29149;;;",,,,,,,,,,,,,,,,,,,,,
GetFilterLogs & GetFilterChanges,FABCE-138,37449,37318,Sub-task,In CR Review,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,,MHBauer,MHBauer,MHBauer,06/Feb/19 7:22 AM,15/Jan/20 9:53 AM,28/Oct/23 2:24 AM,,,0,,,"establish an object to be created and stored on NewFilter, and look that object up in each of these two functions to do retrieval of appropriate blocks.

 

Reuse and dependency on the implementation in GetLogs.

 

This will do the log lookup and filtering synchronously on call, and not queued in the background.",,MHBauer,,,,,,,,,,,,,,,,,,,,,,FABCE-136,FABCE-131,FABCE-135,FABCE-137,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00amv:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,,,,,,,,,,,,,,,,"05/Sep/19 7:57 AM;MHBauer;https://gerrit.hyperledger.org/r/c/fabric-chaincode-evm/+/32149;;;",,,,,,,,,,,,,,,,,,,,,
Allow blockhash as argument to getLogs,FABCE-139,37480,37318,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,swetharepakula,swetharepakula,07/Feb/19 9:41 AM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,09/Apr/19 12:57 PM,,0,,,Users can specify a blockHash instead of the fromBlock and toBlock ,,guoger,swetharepakula,,,,,,,,,,,,,,,,,,,,,FABCE-131,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00atj:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),guoger,swetharepakula,,,,,,,,,,,,,,,"09/Apr/19 12:57 PM;guoger;https://gerrit.hyperledger.org/r/c/30755;;;",,,,,,,,,,,,,,,,,,,,,
document eth_getLogs,FABCE-140,39087,37318,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,MHBauer,MHBauer,05/Apr/19 6:46 AM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,09/Apr/19 2:51 AM,,0,,,,,MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00jpj:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fab3 should accept batch requests,FABCE-141,36581,37320,Sub-task,To Do,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,,,swetharepakula,swetharepakula,09/Jan/19 6:11 AM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,,,0,,,"JSON RPC 2.0 specifies that batch requests are possible. Gorilla RPC does not support that feature.

 

We need to alter fab3 to be able to handle these queries as truffle sends batch requests.",,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i005jr:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,"05/Sep/19 7:03 AM;MHBauer;Does truffle not send batch requests any more?;;;",,,,,,,,,,,,,,,,,,,,,
Create a unique identifier for a given EVMCC & Channel,FABCE-142,37978,37320,Sub-task,To Do,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,,,swetharepakula,swetharepakula,26/Feb/19 5:36 AM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,,,0,,,"Truffle uses a network/chain ID ([https://github.com/ethereum/wiki/wiki/JSON-RPC#net_version)] as an identifier to differentiate between networks. Though the spec does not specify that the ID needs to be a number, Truffle has added that requirement.

Create an identifier that will be unique to the the EVMCC and the channel it is running on. This value should be queryable from the EVMCC. In a later task we will return query and return that value through fab3.",,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,FABCE-143,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00dcv:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,"04/Sep/19 7:59 AM;MHBauer;Ethereum has two concepts called network_id and chain_id.

;;;",,,,,,,,,,,,,,,,,,,,,
Update the return value of net_version,FABCE-143,37979,37320,Sub-task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Duplicate,,swetharepakula,swetharepakula,26/Feb/19 5:42 AM,01/Dec/19 6:17 AM,28/Oct/23 2:24 AM,04/Sep/19 8:01 AM,,0,,,"Truffle requires `net_version` to return a quantity instead of a string - [https://github.com/ethereum/wiki/wiki/JSON-RPC#net_version.]

Update the return value of `net_version` to query the EVMCC for a network/chainID and return that value instead.",,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,FABCE-142,,,,,,,,,,FABCE-32,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00dd3:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,"26/Apr/19 6:01 AM;MHBauer;This could be a configurable thing. An argument to init, perhaps?

 

One idea we had during the meeting was to hexencode the characters, which will result in ""evmcc"" becoming ""65766D6363"", which we could prefix with ""0x"" to be our number.;;;","04/Sep/19 8:01 AM;MHBauer;I think this counts as being done and we can leave the FAB-14351 open to figure out future details and implement against that task.;;;",,,,,,,,,,,,,,,,,,,,
Update Documentation for Found Issues,FABCE-144,43768,,Task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Duplicate,,swetharepakula,swetharepakula,19/Dec/19 12:57 AM,20/Dec/19 4:56 AM,28/Oct/23 2:24 AM,20/Dec/19 4:56 AM,,0,,,"Fabric Chaincode EVM has their own JIRA, documentation should indicate to users that need to open issues in that JIRA and not the Fabric one",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABCE-145,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i016nf:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"20/Dec/19 4:56 AM;swetharepakula;FABCE-144 will be completed as part of FABCE-145;;;",,,,,,,,,,,,,,,,,,,,,
update README for 0.4.0 release,FABCE-145,43770,,Documentation,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,MHBauer,MHBauer,19/Dec/19 9:38 AM,15/Jan/20 9:50 AM,28/Oct/23 2:24 AM,15/Jan/20 9:50 AM,,0,,,,,MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABCE-144,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i016nv:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
update github PR template ,FABCE-146,44036,,Documentation,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,MHBauer,MHBauer,21/Jan/20 4:39 AM,21/Jan/20 6:14 AM,28/Oct/23 2:24 AM,21/Jan/20 6:14 AM,,0,,,"we have our own project now, existing text

```
If you do not have a corresponding JIRA ticket, please open one in the [Fabric
JIRA](https://jira.hyperledger.org/projects/FAB/issues) and add
`fabric-chaincode-evm` as the component. In the JIRA ticket, include use
cases, design and other information useful to understanding why you are making
this pull request.

```

 

should be modified to use FABCE, etc.",,MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i017yb:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,,,,,,,,,,,,,,,,"21/Jan/20 6:12 AM;MHBauer;[https://github.com/hyperledger/fabric-chaincode-evm/pull/25]

 ;;;",,,,,,,,,,,,,,,,,,,,,
Set GO111MODULE when generating Fab3 mocks,FABCE-147,44107,,Bug,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,,swetharepakula,swetharepakula,23/Jan/20 8:02 AM,24/Jan/20 7:06 AM,28/Oct/23 2:24 AM,24/Jan/20 7:06 AM,,0,,,"If GO111MODULE is not set when generating Fab3 mocks, counterfeiter fails getting the needed imports.",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01837:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"23/Jan/20 8:04 AM;swetharepakula;https://github.com/hyperledger/fabric-chaincode-evm/pull/28;;;",,,,,,,,,,,,,,,,,,,,,
Upgrade Integration to use Fabric 1.4 release branch,FABCE-148,44335,,Test Task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,swetharepakula,swetharepakula,13/Feb/20 7:48 AM,09/Apr/20 1:49 PM,28/Oct/23 2:24 AM,09/Apr/20 1:49 PM,,0,,,"The v1.4 tag of Fabric still points to nexus to build components causing a failure since Fabric has moved off of Nexus. 

Integration tests need to be updated to use a fabric branch that is not connected to Nexus. Update the tests to use Fabric `release-1.4` branch or if a 1.4.5 release is cut. ",,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,Automated,,Unset,No,,,"1|i0195f:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Pass,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,"03/Apr/20 2:21 AM;MHBauer;For now let us override the nexus reference with the new jfrog artifactory location.;;;",,,,,,,,,,,,,,,,,,,,,
Fab3 should default transaction receipt logs to an empty array,FABCE-149,44539,,Bug,In CR Review,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Low,,abrinckm,abrinckm,abrinckm,12/Mar/20 1:25 AM,03/Apr/20 2:17 AM,28/Oct/23 2:24 AM,,,1,,,"Calling web3.eth.getTransactionReceipt(txn_hash). Web3.py will fail with this error:

`TypeError: Could not format value None as field 'logs'`

This is because the transaction logs are set as None (or nil) instead of an empty array.",,abrinckm,MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i019v7:",,,,Unset,Unset,"Here is my code snippet (assumes you are on fab3 release-0.4)
1. Install python3.7 and web3.py@5.6.0
2. run the code:

abi = [{'constant': False, 'inputs': [{'name': 'bar', 'type': 'string'}], 'name': 'test', 'outputs': [], 'payable': False, 'stateMutability': 'nonpayable', 'type': 'function'}, {'inputs': [], 'payable': False, 'stateMutability': 'nonpayable', 'type': 'constructor'}]
      bytecode = '608060405234801561001057600080fd5b5061011a806100206000396000f3fe6080604052348015600f57600080fd5b506004361060285760003560e01c8063f9fbd55414602d575b600080fd5b60e060048036036020811015604157600080fd5b8101908080359060200190640100000000811115605d57600080fd5b820183602082011115606e57600080fd5b80359060200191846001830284011164010000000083111715608f57600080fd5b91908080601f016020809104026020016040519081016040528093929190818152602001838380828437600081840152601f19601f82011690508083019250505050505050919291929050505060e2565b005b5056fea265627a7a723058205e4df7208b76be9f61e212d61d459eaa36964140df9904abe5ea87ef91d38ed864736f6c63430005090032'
      adapter = FabricEvmAdapter(url='http://localhost:5000')
      _from = adapter.web3.eth.accounts[0]
      contract_txn = adapter.create_contract_transaction(_from, abi, bytecode)
      txn_hash = adapter.submit_transaction(contract_txn)
      receipt = adapter.web3.eth.getTransactionReceipt(txn_hash)
      print(receipt)",,Unset,,,,,,Unset,,Unset,,(Please add usage information),abrinckm,MHBauer,,,,,,,,,,,,,,,"12/Mar/20 1:47 AM;abrinckm;I've followed up with a pull request to fix [https://github.com/hyperledger/fabric-chaincode-evm/pull/30];;;",,,,,,,,,,,,,,,,,,,,,
